0.358402,-0.216121
0.395075,-0.312574
0.403812,-0.424745
0.379274,-0.544195
0.318712,-0.660881
0.222403,-0.763943
0.0938607,-0.842613
-0.0602293,-0.88716
-0.230342,-0.889799
-0.4047,-0.845498
-0.570084,-0.752597
-0.712805,-0.613192
-0.81977,-0.43324
-0.879566,-0.222359
-0.88347,0.00667182
-0.826312,0.23868
-0.707107,0.457107
-0.529403,0.645172
-0.30131,0.787117
-0.0351801,0.869447
0.253046,0.882063
0.544789,0.819208
0.820027,0.680138
1.05866,0.469467
1.24196,0.197134
1.35396,-0.122013
1.38276,-0.469008
1.32157,-0.821893
1.16943,-1.1571
0.931619,-1.45104
0.619551,-1.6817
0.250295,-1.8303
-0.154338,-1.88272
-0.56908,-1.83068
-0.966783,-1.67258
-1.3202,-1.41391
-1.60381,-1.06718
-1.79569,-0.651384
-1.87907,-0.190948
-1.84376,0.285663
-1.68705,0.747721
-1.41421,1.16421
-1.03844,1.50591
-0.580302,1.74741
-0.0665908,1.86895
0.471189,1.85798
0.998779,1.71021
1.48134,1.43025
1.88574,1.03155
2.18284,0.535872
2.34953,-0.0279044
2.37045,-0.625443
2.23932,-1.21904
1.95958,-1.77001
1.54453,-2.24119
1.0167,-2.59945
0.40673,-2.81799
-0.248446,-2.87828
-0.907818,-2.77156
-1.52887,-2.49966
-2.07031,-2.07522
-2.49482,-1.52117
-2.7716,-0.869527
-2.87858,-0.159537
-2.80406,0.564654
-2.5478,1.25676
-2.12132,1.87132
-1.54749,2.36666
-0.859293,2.7077
-0.0980016,2.86846
0.689333,2.8339
1.45277,2.60122
2.14265,2.18036
2.71282,1.59363
3.12372,0.87461
3.34509,0.0662039
3.35814,-0.781877
3.15708,-1.61619
2.74974,-2.38292
2.15743,-3.03135
1.41385,-3.51721
0.563164,-3.80568
-0.342554,-3.87385
-1.24656,-3.71244
-2.09095,-3.32674
-2.82042,-2.73653
-3.38582,-1.97516
-3.74752,-1.08767
-3.87809,-0.128126
-3.76435,0.843645
-3.40854,1.7658
-2.82843,2.57843
-2.05653,3.2274
-1.13828,3.668
-0.129412,3.86797
0.907476,3.80981
1.90676,3.49223
2.80396,2.93047
3.5399,2.15572
4.0646,1.21335
4.34065,0.160312
4.34583,-0.938312
4.07483,-2.01334
3.53989,-2.99582
2.77034,-3.8215
1.81099,-4.43496
0.719599,-4.79337
-0.436663,-4.86941
-1.58529,-4.65332
-2.65303,-4.15382
-3.57053,-3.39784
-4.27683,-2.42915
-4.72344,-1.30581
-4.87759,-0.0967155
-4.72464,1.12264
-4.26928,2.27485
-3.53553,3.28553
-2.56557,4.08814
-1.41727,4.62829
-0.160823,4.86747
1.12562,4.78573
2.36075,4.38323
3.46527,3.68058
4.36699,2.7178
5.00549,1.55209
5.33621,0.254421
5.33352,-1.09475
4.99259,-2.41048
4.33005,-3.60873
3.38325,-4.61166
2.20814,-5.35272
0.876033,-5.78105
-0.530771,-5.86497
-1.92403,-5.5942
-3.21512,-4.9809
-4.32064,-4.05916
-5.16784,-2.88314
-5.69935,-1.52396
-5.8771,-0.0653047
-5.68494,1.40163
-5.13002,2.78389
-4.24264,3.99264
-3.07461,4.94888
-1.69627,5.58859
-0.192234,5.86698
1.34376,5.76165
2.81474,5.27424
4.12659,4.43069
5.19407,3.27988
5.94637,1.89082
6.33177,0.348529
6.32121,-1.25118
5.91034,-2.80763
5.1202,-4.22164
3.99615,-5.40181
2.60529,-6.27047
1.03247,-6.76874
-0.624879,-6.86053
-2.26277,-6.53508
-3.7772,-5.80798
-5.07075,-4.72047
-6.05884,-3.33714
-6.67527,-1.7421
-6.87661,-0.033894
-6.64523,1.68062
-5.99076,3.29293
-4.94975,4.69975
-3.58365,5.80962
-1.97526,6.54888
-0.223645,6.86649
1.56191,6.73756
3.26873,6.16525
4.7879,5.1808
6.02115,3.84197
6.88725,2.22956
7.32734,0.442637
7.30889,-1.40762
6.82809,-3.20478
5.91036,-4.83454
4.60906,-6.19197
3.00244,-7.18822
1.1889,-7.75643
-0.718988,-7.85609
-2.60151,-7.47596
-4.33928,-6.63506
-5.82086,-5.38178
-6.94985,-3.79113
-7.65119,-1.96024
-7.87611,-0.00248322
-7.60553,1.95961
-6.85151,3.80197
-5.65685,5.40685
-4.09269,6.67037
-2.25425,7.50917
-0.255055,7.86599
1.78005,7.71348
3.72272,7.05625
5.44921,5.93092
6.84823,4.40405
7.82813,2.5683
8.3229,0.536745
8.29658,-1.56405
7.74585,-3.60193
6.70051,-5.44745
5.22197,-6.98212
3.39959,-8.10598
1.34534,-8.74412
-0.813096,-8.85166
-2.94025,-8.41685
-4.90137,-7.46214
-6.57097,-6.04309
-7.84086,-4.24512
-8.6271,-2.17839
-8.87562,0.0289275
-8.56582,2.2386
-7.71225,4.31101
-6.36396,6.11396
-4.60173,7.53111
-2.53324,8.46947
-0.286466,8.8655
1.99819,8.6894
4.17671,7.94726
6.11052,6.68103
7.67531,4.96613
8.76901,2.90704
9.31846,0.630854
9.28427,-1.72048
8.6636,-3.99908
7.49067,-6.06036
5.83488,-7.77228
3.79673,-9.02373
1.50177,-9.73181
-0.907204,-9.84722
-3.27898,-9.35773
-5.46345,-8.28922
-7.32108,-6.7044
-8.73186,-4.69911
-9.60302,-2.39653
-9.87512,0.0603383
-9.52611,2.51759
-8.57299,4.82005
-7.07107,6.82107
-5.11078,8.39185
-2.81223,9.42976
-0.317877,9.86501
2.21634,9.66531
4.6307,8.83827
6.77183,7.43114
8.50239,5.52822
9.70989,3.24578
10.314,0.724962
10.272,-1.87692
9.58136,-4.39622
8.28082,-6.67327
6.44778,-8.56243
4.19388,-9.94149
1.65821,-10.7195
-1.00131,-10.8428
-3.61772,-10.2986
-6.02553,-9.1163
-8.0712,-7.36572
-9.62287,-5.1531
-10.5789,-2.61467
-10.8746,0.0917491
-10.4864,2.79658
-9.43373,5.32909
-7.77817,7.52817
-5.61982,9.25259
-3.09122,10.3901
-0.349288,10.8645
2.43448,10.6412
5.08469,9.72927
7.43315,8.18125
9.32947,6.0903
10.6508,3.58451
11.3096,0.81907
11.2596,-2.03335
10.4991,-4.79337
9.07098,-7.28617
7.06069,-9.35259
4.59103,-10.8592
1.81464,-11.7072
-1.09542,-11.8383
-3.95646,-11.2395
-6.58762,-9.94338
-8.82131,-8.02703
-10.5139,-5.60709
-11.5549,-2.83282
-11.8741,0.12316
-11.4467,3.07557
-10.2945,5.83814
-8.48528,8.23528
-6.12886,10.1133
-3.37021,11.3503
-0.380698,11.864
2.65262,11.6171
5.53868,10.6203
8.09446,8.93136
10.1565,6.65238
11.5917,3.92325
12.3051,0.913179
12.2473,-2.18979
11.4169,-5.19052
9.86113,-7.89908
7.6736,-10.1427
4.98818,-11.777
1.97107,-12.6949
-1.18953,-12.8339
-4.2952,-12.1804
-7.1497,-10.7705
-9.57142,-8.68834
-11.4049,-6.06108
-12.5308,-3.05096
-12.8736,0.154571
-12.407,3.35457
-11.1552,6.34718
-9.19239,8.94239
-6.6379,10.9741
-3.6492,12.3106
-0.412109,12.8635
2.87077,12.5931
5.99267,11.5113
8.75577,9.68147
10.9836,7.21447
12.5325,4.26199
13.3007,1.00729
13.235,-2.34622
12.3346,-5.58767
10.6513,-8.51199
8.2865,-10.9329
5.38533,-12.6948
2.12751,-13.6826
-1.28364,-13.8295
-4.63393,-13.1212
-7.71178,-11.5975
-10.3215,-9.34965
-12.2959,-6.51507
-13.5067,-3.2691
-13.8732,0.185981
-13.3673,3.63356
-12.016,6.85622
-9.89949,9.64949
-7.14694,11.8348
-3.92819,13.2709
-0.44352,13.863
3.08891,13.569
6.44667,12.4023
9.41708,10.4316
11.8107,7.77655
13.4734,4.60073
14.2963,1.1014
14.2227,-2.50266
13.2524,-5.98482
11.4414,-9.12489
8.89941,-11.7231
5.78247,-13.6125
2.28394,-14.6702
-1.37775,-14.825
-4.97267,-14.0621
-8.27387,-12.4246
-11.0716,-10.011
-13.1869,-6.96906
-14.4826,-3.48725
-14.8727,0.217392
-14.3276,3.91255
-12.8767,7.36526
-10.6066,10.3566
-7.65598,12.6956
-4.20719,14.2312
-0.474931,14.8625
3.30705,14.5449
6.90066,13.2933
10.0784,11.1817
12.6378,8.33863
14.4143,4.93946
15.2918,1.1955
15.2104,-2.65909
14.1701,-6.38196
12.2316,-9.7378
9.51232,-12.5132
6.17962,-14.5303
2.44038,-15.6579
-1.47185,-15.8206
-5.31141,-15.003
-8.83595,-13.2517
-11.8218,-10.6723
-14.0779,-7.42305
-15.4585,-3.70539
-15.8722,0.248803
-15.2879,4.19154
-13.7374,7.8743
-11.3137,11.0637
-8.16502,13.5563
-4.48618,15.1915
-0.506341,15.862
3.52519,15.5208
7.35465,14.1843
10.7397,11.9318
13.4649,8.90072
15.3552,5.2782
16.2874,1.28961
16.1981,-2.81553
15.0879,-6.77911
13.0218,-10.3507
10.1252,-13.3034
6.57677,-15.448
2.59681,-16.6456
-1.56596,-16.8162
-5.65015,-15.9439
-9.39803,-14.0788
-12.5719,-11.3336
-14.9689,-7.87704
-16.4344,-3.92353
-16.8717,0.280214
-16.2482,4.47053
-14.5982,8.38334
-12.0208,11.7708
-8.67407,14.417
-4.76517,16.1518
-0.537752,16.8616
3.74334,16.4967
7.80864,15.0753
11.401,12.6819
14.292,9.4628
16.2961,5.61694
17.283,1.38372
17.1858,-2.97196
16.0056,-7.17626
13.8119,-10.9636
10.7381,-14.0935
6.97392,-16.3658
2.75325,-17.6333
-1.66007,-17.8117
-5.98889,-16.8848
-9.96012,-14.9059
-13.322,-11.9949
-15.8599,-8.33103
-17.4104,-4.14168
-17.8712,0.311624
-17.2085,4.74952
-15.4589,8.89238
-12.7279,12.4779
-9.18311,15.2778
-5.04416,17.1121
-0.569163,17.8611
3.96148,17.4726
8.26263,15.9663
12.0623,13.432
15.119,10.0249
17.2369,5.95568
18.2785,1.47783
18.1735,-3.12839
16.9234,-7.57341
14.6021,-11.5765
11.351,-14.8837
7.37106,-17.2835
2.90968,-18.621
-1.75418,-18.8073
-6.32762,-17.8257
-10.5222,-15.7329
-14.0721,-12.6562
-16.7509,-8.78502
-18.3863,-4.35982
-18.8707,0.343035
-18.1688,5.02851
-16.3197,9.40143
-13.435,13.185
-9.69215,16.1385
-5.32315,18.0724
-0.600574,18.8606
4.17962,18.4486
8.71662,16.8573
12.7236,14.1821
15.9461,10.587
18.1778,6.29442
19.2741,1.57194
19.1612,-3.28483
17.8411,-7.97055
15.3922,-12.1894
11.9639,-15.6738
7.76821,-18.2013
3.06612,-19.6087
-1.84829,-19.8028
-6.66636,-18.7665
-11.0843,-16.56
-14.8222,-13.3175
-17.6419,-9.23901
-19.3622,-4.57796
-19.8702,0.374446
-19.1291,5.3075
-17.1804,9.91047
-14.1421,13.8921
-10.2012,16.9993
-5.60214,19.0327
-0.631984,19.8601
4.39777,19.4245
9.17061,17.7483
13.385,14.9322
16.7732,11.1491
19.1187,6.63315
20.2696,1.66605
20.1488,-3.44126
18.7589,-8.3677
16.1824,-12.8023
12.5769,-16.464
8.16536,-19.119
3.22255,-20.5964
-1.9424,-20.7984
-7.0051,-19.7074
-11.6464,-17.3871
-15.5723,-13.9788
-18.5329,-9.693
-20.3381,-4.79611
-20.8697,0.405857
-20.0893,5.58649
-18.0412,10.4195
-14.8492,14.5992
-10.7102,17.86
-5.88113,19.993
-0.663395,20.8596
4.61591,20.4004
9.6246,18.6393
14.0463,15.6824
17.6003,11.7111
20.0596,6.97189
21.2652,1.76015
21.1365,-3.5977
19.6767,-8.76485
16.9725,-13.4152
13.1898,-17.2541
8.56251,-20.0368
3.37898,-21.5841
-2.0365,-21.794
-7.34384,-20.6483
-12.2085,-18.2142
-16.3224,-14.6401
-19.4239,-10.147
-21.314,-5.01425
-21.8692,0.437267
-21.0496,5.86549
-18.9019,10.9285
-15.5563,15.3063
-11.2193,18.7208
-6.16012,20.9533
-0.694806,21.8591
4.83405,21.3763
10.0786,19.5303
14.7076,16.4325
18.4274,12.2732
21.0005,7.31063
22.2608,1.85426
22.1242,-3.75413
20.5944,-9.162
17.7627,-14.0282
13.8027,-18.0443
8.95966,-20.9545
3.53542,-22.5718
-2.13061,-22.7895
-7.68258,-21.5892
-12.7705,-19.0413
-17.0725,-15.3015
-20.3149,-10.601
-22.2899,-5.23239
-22.8687,0.468678
-22.0099,6.14448
-19.7626,11.4376
-16.2635,16.0135
-11.7283,19.5815
-6.43911,21.9136
-0.726217,22.8586
5.0522,22.3522
10.5326,20.4214
15.3689,17.1826
19.2544,12.8353
21.9413,7.64937
23.2563,1.94837
23.1119,-3.91057
21.5122,-9.55915
18.5528,-14.6411
14.4156,-18.8344
9.3568,-21.8723
3.69185,-23.5594
-2.22472,-23.7851
-8.02131,-22.5301
-13.3326,-19.8684
-17.8226,-15.9628
-21.206,-11.055
-23.2659,-5.45053
-23.8682,0.500089
-22.9702,6.42347
-20.6234,11.9466
-16.9706,16.7206
-12.2374,20.4422
-6.71811,22.8739
-0.757628,23.8581
5.27034,23.3281
10.9866,21.3124
16.0302,17.9327
20.0815,13.3974
22.8822,7.98811
